doctor_id,name,specialty,department
1838,Rohit Rawat,Nephrology,OPD
1839,Gayatri Rawat,Dermatology,OPD
1840,Vikram Sharma,Nephrology,Radiology
1841,Saira Chatterjee,Cardiology,Diagnostics
1842,Aparna Chatterjee,Pulmonology,Radiology
1843,Ramesh Kapoor,ENT,OPD
1844,Alok Kulkarni,Cardiology,Surgery
1845,Vinita Rawat,Neurology,Rehab
1846,Tina Malhotra,Oncology,Radiology
1847,Dinesh Bhattacharya,ENT,Surgery
1848,Divya Kashyap,Nephrology,Surgery
1849,Manoj Juneja,Gastroenterology,Emergency
1850,Tina Verma,Gastroenterology,Emergency
1851,Preeti Krishnan,Gastroenterology,ICU
1852,Monika Jain,Neurology,OPD
1853,Sneha Sandhu,Dermatology,Radiology
1854,Rahul Sethi,Pulmonology,Emergency
1855,Charu Mehta,Orthopedics,Emergency
1856,Pallavi Bhatt,Gastroenterology,Rehab
1857,Shreya Datta,Gastroenterology,ICU
1858,Padma Saluja,Pulmonology,Emergency
1859,Chitra Kohli,Dermatology,Rehab
1860,Vinita Mishra,Pediatrics,OPD
1861,Usha Sood,Orthopedics,Pathology
1862,Bhavana Tiwari,Neurology,Surgery
1863,Sudha Saxena,Orthopedics,Emergency
1864,Gaurav Pathak,Gastroenterology,Rehab
1865,Shreya Roy,Orthopedics,Surgery
1866,Arvind Reddy,Orthopedics,Diagnostics
1867,Naveen Upadhyay,Pediatrics,Emergency
1868,Siddharth Kashyap,Pediatrics,Pathology
1869,Sudha Chauhan,Nephrology,Emergency
1870,Divya Bahl,Pulmonology,Emergency
1871,Vinita Kapoor,Nephrology,Diagnostics
1872,Lata Iyer,Gastroenterology,Emergency
1873,Kavita Gupta,Oncology,Surgery
1874,Madhav Tripathi,Pediatrics,Radiology
1875,Divya Bajaj,Pediatrics,Rehab
1876,Suresh Iyer,Cardiology,Radiology
1877,Abhay Nigam,Neurology,ICU
1878,Hemant Bahl,Dermatology,Rehab
1879,Trisha Bansal,Cardiology,Rehab
1880,Pooja Khan,Cardiology,Surgery
1881,Chitra Saxena,Oncology,Diagnostics
1882,Pooja Oberoi,Nephrology,Pathology
1883,Kushal Sethi,Pulmonology,Emergency
1884,Naveen Nambiar,Oncology,Pathology
1885,Usha Iyengar,Oncology,Pathology
1886,Divya Menon,Pediatrics,Diagnostics
1887,Santosh Tyagi,Neurology,Radiology
1888,Santosh Gupta,Gastroenterology,Pathology
1889,Suresh Krishnan,Dermatology,Emergency
1890,Amit Shetty,Nephrology,OPD
1891,Tina Pandey,Dermatology,Surgery
1892,Rajat Rao,Oncology,Rehab
1893,Meera Bhatt,Pulmonology,Surgery
1894,Pooja Das,Neurology,Surgery
1895,Tina Oberoi,Pediatrics,Radiology
1896,Pallavi Jain,Orthopedics,Radiology
1897,Monika Rao,Dermatology,ICU
1898,Arun Oberoi,Pulmonology,OPD
1899,Amol Gupta,Gastroenterology,Radiology
1900,Rajiv Dutta,Pediatrics,ICU
1901,Kartik Mookerjee,Cardiology,Radiology
1902,Trisha Mookerjee,Neurology,Rehab
1903,Chitra Chakraborty,Dermatology,Surgery
1904,Bhavna Sandhu,Pulmonology,Surgery
1905,Sonia Parashar,Nephrology,OPD
1906,Kiran Murthy,Oncology,ICU
1907,Sarita Nair,Oncology,Surgery
1908,Rita Kapoor,Gastroenterology,Emergency
1909,Prakash Ray,Pediatrics,ICU
1910,Nandini Puri,Pulmonology,ICU
1911,Sanjay Tyagi,Oncology,ICU
1912,Charu Ray,ENT,ICU
1913,Omkar Bhat,ENT,Emergency
1914,Lavanya Shetty,Orthopedics,OPD
1915,Shalini Jain,Oncology,OPD
1916,Priya Mukhopadhyay,Neurology,Diagnostics
1917,Yogesh Chakraborty,Oncology,ICU
1918,Shreya Chopra,Nephrology,Diagnostics
1919,Geeta Talwar,Cardiology,Diagnostics
1920,Prakash Kohli,Pediatrics,Pathology
1921,Nisha Mishra,Dermatology,Radiology
1922,Rajesh Nair,Dermatology,Emergency
1923,Vivek Mishra,Cardiology,Pathology
1924,Vivek Verma,Orthopedics,OPD
1925,Varun Mathur,Neurology,ICU
1926,Rajat Murthy,Gastroenterology,Surgery
1927,Ishita Singh,Cardiology,Emergency
1928,Indira Malhotra,Nephrology,Surgery
1929,Sarita Thakur,Pulmonology,Rehab
1930,Anmol Mukhopadhyay,Dermatology,Emergency
1931,Mukul Ahluwalia,Gastroenterology,OPD
1932,Veena Mookerjee,Dermatology,OPD
1933,Anita Khanna,Pulmonology,Pathology
1934,Sonia Purohit,Oncology,Diagnostics
1935,Kartik Dasgupta,Oncology,Surgery
1936,Chandan Mishra,Oncology,Diagnostics
1937,Arun Dasgupta,Pulmonology,Radiology
1938,Yogesh Murthy,Orthopedics,OPD
1939,Vivek Chauhan,ENT,ICU
1940,Arvind Puri,ENT,OPD
1941,Amol Rangnathan,Oncology,Rehab
1942,Prakash Pandey,Dermatology,OPD
1943,Gaurav Dubey,Nephrology,Rehab
1944,Monika Bajaj,Pulmonology,Pathology
1945,Naveen Goel,Cardiology,ICU
1946,Geeta Pathak,Neurology,ICU
1947,Ruchi Arora,Dermatology,Surgery
1948,Lata Gupta,ENT,Pathology
1949,Anmol Shetty,ENT,Emergency
1950,Sarita Tiwari,Cardiology,Rehab
1951,Smita Deshmukh,ENT,Emergency
1952,Omkar Khanna,Cardiology,Emergency
1953,Divya Dutta,Orthopedics,ICU
1954,Shalini Aggarwal,Oncology,Emergency
1955,Kavita Chatterjee,Gastroenterology,Surgery
1956,Santosh Saxena,Gastroenterology,Rehab
1957,Krishna Rajput,Oncology,Surgery
1958,Seema Hooda,Cardiology,ICU
1959,Alok Bhatt,Neurology,OPD
1960,Sameer Sethi,Gastroenterology,Diagnostics
1961,Vinita Ghosh,Dermatology,Pathology
1962,Omkar Grover,Orthopedics,Radiology
1963,Vivek Iyer,Nephrology,Radiology
1964,Sarita Sidhu,Nephrology,Pathology
1965,Nandini Hooda,Gastroenterology,Rehab
1966,Bhavana Bhatt,Dermatology,OPD
1967,Nandini Datta,ENT,Rehab
1968,Shalini Pillai,Dermatology,Pathology
1969,Sonia Tripathi,Dermatology,ICU
1970,Smita Mukherjee,Oncology,OPD
1971,Kabir Saxena,Dermatology,Diagnostics
1972,Rajesh Anand,ENT,ICU
1973,Sonia Sandhu,Neurology,ICU
1974,Anil Nambiar,ENT,ICU
1975,Mahesh Nambiar,Pulmonology,Rehab
1976,Prakash Tripathi,Orthopedics,Rehab
1977,Shalini Purohit,Oncology,Pathology
1978,Sonal Luthra,Orthopedics,Surgery
1979,Kiran Krishnan,Pediatrics,Diagnostics
1980,Akhil Tripathi,Orthopedics,Emergency
1981,Parveen Wadhwa,Neurology,Rehab
1982,Vikram Patel,Orthopedics,OPD
1983,Amit Malhotra,Nephrology,Diagnostics
1984,Gaurav Oberoi,Pulmonology,Radiology
1985,Shreya Mukhopadhyay,Nephrology,Emergency
1986,Ajay Hooda,Cardiology,OPD
1987,Ritu Menon,Cardiology,Surgery
1988,Preeti Grover,Pulmonology,ICU
1989,Kartik Krishnan,Pediatrics,OPD
1990,Ruchi Mukhopadhyay,Nephrology,Diagnostics
1991,Hemant Menon,Pulmonology,Pathology
1992,Monika Kashyap,Pediatrics,Diagnostics
1993,Vikram Saluja,Pulmonology,Pathology
1994,Sonal Nambiar,Dermatology,Surgery
1995,Divya Nambiar,Gastroenterology,Diagnostics
1996,Ruchi Rao,Cardiology,OPD
1997,Harish Chopra,ENT,Pathology
1998,Chandan Mehta,Orthopedics,Rehab
1999,Lakshmi Arora,Dermatology,OPD
2000,Anita Tiwari,Pulmonology,Diagnostics
